X,company_name,main_activity,address,company_city,postcode,country,clustered,clustered_unit_ecoinvent,ecoinvent,group,sector,subsector,sector_ecoinvent_delimited,sector_ecoinvent,co2_products,input_1_sector_ecoinvent_delimited,input_2_sector_ecoinvent_delimited,input_3_sector_ecoinvent_delimited,companies_id,products_companies_id,products_id,delimited_products_id,delimited_id,clustered_delimited_id,clustered_id,main_activity_id,categories_id,categories_sector_ecoinvent_delimited_id,sector_ecoinvent_delimited_id,sector_ecoinvent_delimited_sector_ecoinvent_id,sector_ecoinvent_id,time,inputs,co2_input,id,relative_all,relative_unit,relative_sector,relative_sector_unit,TR_relative_all,TR_relative_unit,TR_relative_sector,TR_relative_sector_unit,low_TR_relative_all,medium_TR_relative_all,high_TR_relative_all,low_TR_relative_unit,medium_TR_relative_unit,high_TR_relative_unit,low_TR_relative_sector,medium_TR_relative_sector,high_TR_relative_sector,low_TR_relative_sector_unit,medium_TR_relative_sector_unit,high_TR_relative_sector_unit
66,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,print,m3,not_mapped,metallurgy_metalworking,steel_metal_transformation,boilermaking_naval,infrastructure & machinery,infrastructure & machinery chemicals agriculture & animal husbandry,3.86,infrastructure & machinery,infrastructure & machinery,minerals,sebastian-brass-magister-artium_00000004961209-001,602c26d7ad4945fa6d5f47a75622ef970b333ab6,2cd070a4fc87c09ef79b3e49b4d9a67885b59aba,2cd070a4fc87c09ef79b3e49b4d9a67885b59aba,2cd070a4fc87c09ef79b3e49b4d9a67885b59aba,81ea08a1cd849c568aa38365205ad6a72f474a01,6d0d5876e6710ebb4f309b5af01090cb97381d06,20965c7bc5825cbd88568790902918bab186efab,9d99a098f005bb766c4b3cd3dc5525252759da3b,7bccafc095f99bae4beda0a8dff8c14a85410749,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,e3b09678f90025b926f0e1bdeb16a1a8047380be,efc96c8115c7fb530106ef3b936f078e1543d105,1,painting of rubber,92.74,66,0.9118773946360154,0.3065134099616858,0.5823754789272031,0.1839080459770115,high,medium,medium,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
67,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,silk-screen printing,kg,not_mapped,mechanical_engineering_industry_equipment,food_industry_machines_equipment,fish_processing_machines_and_equipment,infrastructure & machinery,infrastructure & machinery water supply,64,agriculture & animal husbandry,infrastructure & machinery,infrastructure & machinery,sebastian-brass-magister-artium_00000004961209-001,78c6e7ea123de57a9240ad32b2ddaaff47efc355,967eb416a75debbdbcc9caba7f2d5ce6ccfde724,967eb416a75debbdbcc9caba7f2d5ce6ccfde724,967eb416a75debbdbcc9caba7f2d5ce6ccfde724,4fe1c42e15cf3ae1ae407faac0d798ab10183280,967eb416a75debbdbcc9caba7f2d5ce6ccfde724,20965c7bc5825cbd88568790902918bab186efab,40db47492e7171ba18cd3c7dde47a54336b966a6,83dc97dbbe221bf2e95719bfd44cd4fd17d3d067,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,89e16bf879234853ff276bda56f49654813745f1,74d086c8b051f315c1bd2dab8cb4d5d57473c67e,1,premium choice fresh dates,3.66,67,0.12260536398467432,0.09195402298850575,0.09578544061302682,0.06896551724137931,low,low,low,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
68,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,reprographics,kg,not_mapped,construction_public_works,construction,soil_analysis,infrastructure & machinery,infrastructure & machinery fuels resource extraction,30.11,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,sebastian-brass-magister-artium_00000004961209-001,6b94c97bffb935b70fdaa7367ad7acc2f6492185,759fb1073c271c3f92fdfccd481c97a20f7dfd30,759fb1073c271c3f92fdfccd481c97a20f7dfd30,759fb1073c271c3f92fdfccd481c97a20f7dfd30,5ffe02b1c7ed5458f92a57430afcfc879d0e7b2e,759fb1073c271c3f92fdfccd481c97a20f7dfd30,20965c7bc5825cbd88568790902918bab186efab,c44a3b3497a66aebdd860a9848c40a50318a6bc2,d24fe2565ec65bf7690b1b64d25dd0f4660e217b,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,33dc7c58dd300a662780de412c80ab27c2f49102,baa18fca8bdfaaa323b81078c4e0dbb00f351229,1,tin openers,97.62,68,0.9846743295019157,0.6513409961685823,0.6245210727969349,0.42911877394636017,high,medium,medium,medium,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
69,sebastian brass (magister artium),service provider,gr<fc>nstrasse 53 | 51063 k<f6>ln,k<f6>ln,51063,germany,"publishing, general",m3,not_mapped,agriculture_livestock,cereals_grains,crop_harvesting,agriculture & animal husbandry,agriculture & animal husbandry,20.69,infrastructure & machinery,infrastructure & machinery,agriculture & animal husbandry,sebastian-brass-magister-artium_00000004961209-001,e93db0a8be3a47979f36974461456674c407bac4,478e406e89da60b39faeff4bc3c93681408819ad,478e406e89da60b39faeff4bc3c93681408819ad,478e406e89da60b39faeff4bc3c93681408819ad,3e172ebd4e4cf2729fa8ad19ee2f9c215d8656b5,478e406e89da60b39faeff4bc3c93681408819ad,20965c7bc5825cbd88568790902918bab186efab,368e034ec59c1bac6be38afecc193703901d1236,f140f0be14fdec93de8bed72bd149e37ca3a31ae,6cab14408b4e9298a6255076bc425621d67ffbb6,dcab748194be5b00a56a0ea7e618034f4374e08f,6cab14408b4e9298a6255076bc425621d67ffbb6,1,plants for pork products,10.01,69,0.17624521072796934,0.04597701149425287,0.011494252873563218,0.0038314176245210726,low,low,low,low,42.857142857142854,23.809523809523807,33.33333333333333,52.38095238095239,47.61904761904761,0,66.66666666666666,33.33333333333333,0,80.95238095238095,19.047619047619047,0
70,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,"vegetables, edible roots",kg,ordinary transforming activity,transport_related_services,air_transport,helicopter_charters_passenger_transport,transport,transport infrastructure & machinery,5.64,infrastructure & machinery,textiles,infrastructure & machinery,bio-obstbau-filipp_00000005219340-001,6d48cdb4f4c36397af7051355cb8494c6fe6c56d,b5699fa7ec14f7ec74030afcf8f767d2d0752be1,119c626d16102c3f891aa101a5812a7736c43983,ec70309cae56a31ec01ebffbfabd6e67678f463a,40f043e1869b0e5ef9663ef9eede365afbf97cae,ec70309cae56a31ec01ebffbfabd6e67678f463a,fd62c01c0168c1f02250969af71e56bf0ea681f5,99c75d40cbd09b1152bf6fe13d26e6e3194065e4,70d02e0e1a3b51e92474a0c9e2250380e13bcbd5,a8e6012e4ab8ed7bac28ba6b0abff3465023afd2,55374e4537cc1d676a93e172578cdd4bba70a801,83ec5432af7996bd66a9922fd53ee550d4a388a1,1,raman microscopes,59.14,70,0.685823754789272,0.47126436781609193,0.022988505747126436,0.019157088122605363,medium,medium,low,low,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
71,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,"vegetables, tubers",kg,ordinary transforming activity,food_related_products,frozen_foods,meats_frozen_and_deep_frozen,agriculture & animal husbandry,waste treatment & recycling agriculture & animal husbandry,4.48,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,bio-obstbau-filipp_00000005219340-001,6d48cdb4f4c36397af7051355cb8494c6fe6c56d,b5699fa7ec14f7ec74030afcf8f767d2d0752be1,f752054a1c7ee4fd68c157d78dd3fa52dbe46d70,ef11ea0f4175a8bffdebe50e78a80677a5d4059d,5b5483df297527f7e951f631a7c543ed41f8271b,ef11ea0f4175a8bffdebe50e78a80677a5d4059d,fd62c01c0168c1f02250969af71e56bf0ea681f5,25945e5db6805bd9cf12ea7d7ae09126386e6844,ae78f6eb1567a01cdb042ab7c2b47d1ad1db4765,6cab14408b4e9298a6255076bc425621d67ffbb6,d678d3bc5a25993d072996e7bd166b85b3bfb29e,d94514826ed3b5ce2f8bf379f8255c770bc415c6,1,titanium lightweight construction,54.57,71,0.6283524904214559,0.44061302681992337,0.06896551724137931,0.0421455938697318,medium,medium,low,low,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
72,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,fruit,m3,ordinary transforming activity,construction_public_works,equipment,sunshades_and_accessories,infrastructure & machinery,infrastructure & machinery resource extraction,72.02,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,bio-obstbau-filipp_00000005219340-001,425e4893e4acaaf0cf5a07cb5d40aba0107df75d,f053b8b6867d63b294d649595d714aa755500d93,f053b8b6867d63b294d649595d714aa755500d93,f053b8b6867d63b294d649595d714aa755500d93,4e01e98b0fd0159257b7d1b176f19def9170f2e9,f053b8b6867d63b294d649595d714aa755500d93,fd62c01c0168c1f02250969af71e56bf0ea681f5,420ef138607c030173be0cb313c377d4f845330f,e6f662dff253c162d7df67efeb422299844c39cc,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,ae754e44854abe26569b89b38fc941f16809fdcf,41adee77337adf81b722067617021642782582f3,1,production of alpha paster,37.65,72,0.45977011494252873,0.1532567049808429,0.32567049808429116,0.1111111111111111,medium,low,medium,low,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
73,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,dietary foods,kg,ordinary transforming activity,mechanical_engineering_industry_equipment,agriculture_machines_equipment,planting_and_sowing_machinery_and_equipment,infrastructure & machinery,infrastructure & machinery heat,41.74,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,bio-obstbau-filipp_00000005219340-001,7e9eb54330221efacb353057d61743b9b0671655,eaad2e46eac1606d963d0b8a93e16af884f931f2,fdb642d6056de248a8027852f1cbbbfa8052650c,3491f9ff7cd2abf32d0cb4a56ae58b4804b141f8,0caab07b7bbe12e53ad7894380012395592a2815,3491f9ff7cd2abf32d0cb4a56ae58b4804b141f8,fd62c01c0168c1f02250969af71e56bf0ea681f5,2ea60e3f175f4db447fda1fe1a21dc9467dbaa09,e8dd1072c9a47729acdc8d87abfd9192875adb98,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,5dd837d529960ee71e14e0fb295ef3c065cfe41d,37896e3a1338aa73f861498581ea813b2ddbddfe,1,hollow pin chains,3.29,73,0.11877394636015326,0.08812260536398467,0.09195402298850575,0.06513409961685823,low,low,low,low,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
74,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,organic food,kg,ordinary transforming activity,metallurgy_metalworking,steel_metal_transformation,sharpening_steels_and_metals,infrastructure & machinery,infrastructure & machinery heat,20.15,agriculture & animal husbandry,agriculture & animal husbandry,infrastructure & machinery,bio-obstbau-filipp_00000005219340-001,7e9eb54330221efacb353057d61743b9b0671655,eaad2e46eac1606d963d0b8a93e16af884f931f2,912dfa339ed0d9e055bf44fa30129805c5badab2,7dad6d0ffc0978da317ab88f2cf58366fffc78b9,66943396631d98b745e675bfd34be72bf3e5240d,ea211507b860b477003e38978e434cfbd7a7437e,fd62c01c0168c1f02250969af71e56bf0ea681f5,e8a949ce30fead86dd311aaf05c2632275653c8c,a0b51bf5db1fba551d33e2ebb983665cc3d5c4db,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,5dd837d529960ee71e14e0fb295ef3c065cfe41d,37896e3a1338aa73f861498581ea813b2ddbddfe,1,"metal sleeves, deep drawing",43.21,74,0.5172413793103449,0.3448275862068966,0.36015325670498083,0.2413793103448276,medium,medium,medium,low,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
75,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,"drinks, soft",m3,ordinary transforming activity,construction_public_works,equipment,doors_flexible_industrial,infrastructure & machinery,infrastructure & machinery fuels resource extraction,6.72,agriculture & animal husbandry,infrastructure & machinery,infrastructure & machinery,bio-obstbau-filipp_00000005219340-001,6f7ac5fdfbbd0b8dcee2ca2b8f297ccbeccea8b9,352651a899aa0a863805d1070ad191c1b4877dc9,352651a899aa0a863805d1070ad191c1b4877dc9,352651a899aa0a863805d1070ad191c1b4877dc9,585b8b1cc754de35a17eceda8338d6ddcaa7f295,352651a899aa0a863805d1070ad191c1b4877dc9,fd62c01c0168c1f02250969af71e56bf0ea681f5,db030a98820e892959c23c87463749485e0f0bb6,dc80df216de52657c659f1a31eebbf5d9372bd3b,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,33dc7c58dd300a662780de412c80ab27c2f49102,baa18fca8bdfaaa323b81078c4e0dbb00f351229,1,carriers accessories,10.72,75,0.19157088122605365,0.04980842911877394,0.14559386973180077,0.0421455938697318,low,low,low,low,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
76,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,juice,kg,ordinary transforming activity,metallurgy_metalworking,steel_metal_transformation,silos_metal,infrastructure & machinery,infrastructure & machinery electronics,59.21,agriculture & animal husbandry,infrastructure & machinery,waste treatment & recycling,bio-obstbau-filipp_00000005219340-001,ec9bcdd74950c9db2f7c4ce09b06b12c7ef5282d,d0dd296faf56a7eefdd93efc07fd64582596a631,4019d36e5e2c0176e1b67e801170fb15cf98cdb2,8214df29f0a1a8a3c53416a3be8b4611e6dbe13a,8b2da0eede745ca46f5e93d047d8c9e67e0e7498,07ef879175424a11fbc65e95737df3df8822b8a6,fd62c01c0168c1f02250969af71e56bf0ea681f5,9f3a0c6e55328be26e7443dc980526ede1bb0225,5a67450eca8a268189ce066b10891e09ab0af5b1,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,b85ccb7dcb47b1c02bb619a3425696028158a74e,79d47dda945a936b6c9cdf6cf3f63bc34bab8628,1,storage shed removals,95.44,76,0.946360153256705,0.6283524904214559,0.6053639846743295,0.41762452107279696,high,medium,medium,medium,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
77,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,fruit,kg,ordinary transforming activity,vehicles_transport_equipment,industrial_vehicles,skips_for_industrial_vehicles,infrastructure & machinery,infrastructure & machinery cement & concrete,86.24,infrastructure & machinery,agriculture & animal husbandry,infrastructure & machinery,bio-obstbau-filipp_00000005219340-001,ec9bcdd74950c9db2f7c4ce09b06b12c7ef5282d,d0dd296faf56a7eefdd93efc07fd64582596a631,b81bc7055acb7cef42ebb791e6c6cfbb010f8480,f053b8b6867d63b294d649595d714aa755500d93,4e01e98b0fd0159257b7d1b176f19def9170f2e9,f053b8b6867d63b294d649595d714aa755500d93,fd62c01c0168c1f02250969af71e56bf0ea681f5,3fd807f74ad4dd0ce2a4021c6a894ea4c12079d3,8def6c8e8e7ddf13fd99d2a25eb27472a7e47806,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,eb67478ae1b72436ea3c12e066450d6dce359d3e,9c1c9321bdbcf839f433f35990df76789e0f7f53,1,pallet cages,10.61,77,0.1839080459770115,0.13793103448275862,0.13793103448275862,0.09961685823754789,low,low,low,low,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
78,bio obstbau filipp,manufacturer/ producer,in anleiten 2 | 2125 bogenneusiedl,bogenneusiedl,2125,austria,vegetable,m3,ordinary transforming activity,vehicles_transport_equipment,boats,ship_furnishings,transport,infrastructure & machinery transport,66.46,agriculture & animal husbandry,infrastructure & machinery,infrastructure & machinery,bio-obstbau-filipp_00000005219340-001,ec9bcdd74950c9db2f7c4ce09b06b12c7ef5282d,d0dd296faf56a7eefdd93efc07fd64582596a631,6965ef58002871e15bdbc0bb309ce7c5ee2351b3,f13a905f3776e7929cdf306883e240493c71d821,79be67f580b272685598e55bd1026c9423859f02,f13a905f3776e7929cdf306883e240493c71d821,fd62c01c0168c1f02250969af71e56bf0ea681f5,d4fcb251673b620bc661cf175db313c96b7ae121,d640d26002ae5dc7d8b5018de6789502301aa635,a8e6012e4ab8ed7bac28ba6b0abff3465023afd2,cec18a16a6f48ac0448d68644ef292b526c2c89f,7ed0855a906be706ebf375a90c47f080611dee83,1,lifting - vehicles,60.71,78,0.7011494252873564,0.21839080459770116,0.02681992337164751,0.007662835249042145,high,low,low,low,40.74074074074074,40.74074074074074,18.51851851851852,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,92.5925925925926,7.4074074074074066,0
79,audebert,missing,route du salembre la gare | 24190 neuvic,neuvic,24190,france,thermal insulation material,kg,not_mapped,glass_construction_materials,ceramics,raw_materials_for_ceramics_industry,minerals,minerals metals,81.23,infrastructure & machinery,waste treatment & recycling,metals,audebert_fra778410-00101,d8730c4fad486528a10e0e7571ca4b902a2f707a,a533e93632494c68772b7126cc79bec1f738107a,a533e93632494c68772b7126cc79bec1f738107a,a533e93632494c68772b7126cc79bec1f738107a,2f2db8ef8b659142cbd0cf3e36431382aec73853,06ee6fe038f5d434f0cb25788cbd2d4508c05f2d,5a013c49508291c6816ac388f93a2c11973086ed,2373ede4a5611d2c1b0a9963955a31a9412ed00a,0ab58a8c5aeac4a01d9f5350162ae2f2e0574e4d,b4d19a5eafe6de34ff8436e939e2f2b78171d1ab,f9eafaf1f0acc35ba88244fe26e7ddac3ee5b6b4,751312a77d5ea086c67269becba2b80d8e73bade,1,harbour transhipment facilities,29.13,79,0.3716475095785441,0.26053639846743293,0.01532567049808429,0.011494252873563218,medium,low,low,low,25,41.66666666666667,33.33333333333333,58.333333333333336,41.66666666666667,0,50,50,0,83.33333333333334,16.666666666666664,0
80,audebert,missing,route du salembre la gare | 24190 neuvic,neuvic,24190,france,finishing work,kg,not_mapped,construction_public_works,equipment,cavity_walls_insulating_materials,infrastructure & machinery,infrastructure & machinery agriculture & animal husbandry,67.84,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,audebert_fra778410-00101,d792249b22052e8e8d2ae83368cae89ce4a1c0f7,e448ecc69a9cb306ebe9a36292945fb02d7d6041,e448ecc69a9cb306ebe9a36292945fb02d7d6041,e448ecc69a9cb306ebe9a36292945fb02d7d6041,efd780116550fe9f42aaa842baf6ad43001b27ef,e448ecc69a9cb306ebe9a36292945fb02d7d6041,5a013c49508291c6816ac388f93a2c11973086ed,d24d6e8a26866b3ff1bd6de069194a0cc941f176,c918dda57635a8bb16b18870c03f6638ffa88783,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,448af05cee98d55b6a3ecf783293fc9175ab1f71,bd2bebc5d8109244a7b3f7d05ce7495aa8fd9596,1,accessories for installers,41.9,80,0.49808429118773945,0.3371647509578544,0.3448275862068966,0.23371647509578544,medium,medium,medium,low,25,41.66666666666667,33.33333333333333,58.333333333333336,41.66666666666667,0,50,50,0,83.33333333333334,16.666666666666664,0
81,audebert,missing,route du salembre la gare | 24190 neuvic,neuvic,24190,france,heating works,m3,not_mapped,construction_public_works,fireplaces_and_stoves_ornamental_and_accessories,NA,infrastructure & machinery,infrastructure & machinery minerals,92.57,waste treatment & recycling,agriculture & animal husbandry,infrastructure & machinery,audebert_fra778410-00101,7aa9667dc764dbf88de36a440c6708bb657de626,f0da8bbc7c6d0dc555e4f639fac275c6c7678ddd,c666d04072cbe4bc94c932970fbf01437a95edd0,570ac2896c1b2116dfd8bd659ce4a4b534a413b2,5b0c2c78914fa9a78cd91b62d7ade28c92ef2797,570ac2896c1b2116dfd8bd659ce4a4b534a413b2,5a013c49508291c6816ac388f93a2c11973086ed,310411c4f42638c9d647e8ed115607fe86c390a2,7031d3b494c1181f4633fbd656b13296e47de55f,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,ddb1fb396c414766bce93cd6efa626f2c49c43d8,bcd9fd9fc1d4d1722145b24e07b738e6e53c1715,1,dredgers,68.33,81,0.7586206896551724,0.24904214559386972,0.4942528735632184,0.15708812260536398,high,low,medium,low,25,41.66666666666667,33.33333333333333,58.333333333333336,41.66666666666667,0,50,50,0,83.33333333333334,16.666666666666664,0
82,audebert,missing,route du salembre la gare | 24190 neuvic,neuvic,24190,france,air conditioning works,kg,not_mapped,metallurgy_metalworking,steel_metal_transformation,silos_metal,infrastructure & machinery,infrastructure & machinery,91.38,cement & concrete,infrastructure & machinery,infrastructure & machinery,audebert_fra778410-00101,7aa9667dc764dbf88de36a440c6708bb657de626,f0da8bbc7c6d0dc555e4f639fac275c6c7678ddd,22892b5e2b5493f43136bbf173dba8d16595f505,1a14ae208356c0e4fccdabc9684b33278de81bd4,fbc8b476e96cb0a35c3e3401b07bef6606edb17d,1a14ae208356c0e4fccdabc9684b33278de81bd4,5a013c49508291c6816ac388f93a2c11973086ed,9f3a0c6e55328be26e7443dc980526ede1bb0225,5a67450eca8a268189ce066b10891e09ab0af5b1,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,633de3793703c5fa04516d45a6cf0387d44dfa7d,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,1,dip coating in the sol-gel process,53.64,82,0.6091954022988506,0.421455938697318,0.41379310344827586,0.28735632183908044,medium,medium,medium,low,25,41.66666666666667,33.33333333333333,58.333333333333336,41.66666666666667,0,50,50,0,83.33333333333334,16.666666666666664,0
83,dawedeit gmbh,missing,l<f6>senbacher landstr. 138 | 58515 l<fc>denscheid,l<fc>denscheid,58515,germany,forming,kg,not_mapped,metallurgy_metalworking,steel_metal_transformation,cleaning_steel_and_metals,metals,electronics metals,10.21,infrastructure & machinery,land use,infrastructure & machinery,dawedeit-gmbh_deu445007-00101,4541c62ae1d4381b3b5272753838c2ad6fa72b0b,d379f2ced32e7806893e4232fdbd0f9544146ae8,43dcb5493869367559cfca304fa80ec7760310d8,83ac89f1d6b734b698dfc40825ab7d05cf7462aa,ef5251f82e9a6d63971c04b1863702dc56ddaaf9,83ac89f1d6b734b698dfc40825ab7d05cf7462aa,5a013c49508291c6816ac388f93a2c11973086ed,b044eec1205c7ef2fde9e38db6b9b308a1bd791a,9edb082fe81d62738fa2abbe178b29df277d756c,059cd1abf26b7bc46af1550003fa691c12a200a1,61d03cee51ad07f963a590390d6bb84ebac277f6,8f6950d729b466f3f47468a8f63421087ec40e51,1,aluminum-frame window installation,70.93,83,0.7816091954022989,0.5325670498084292,0.05747126436781609,0.04597701149425287,high,medium,low,low,0,66.66666666666666,33.33333333333333,50,50,0,66.66666666666666,33.33333333333333,0,100,0,0
84,dawedeit gmbh,missing,l<f6>senbacher landstr. 138 | 58515 l<fc>denscheid,l<fc>denscheid,58515,germany,cutting,m3,not_mapped,food_related_products,import_export_food_and_agriculture,NA,infrastructure & machinery,infrastructure & machinery fuels heat,69.87,infrastructure & machinery,electricity,metals,dawedeit-gmbh_deu445007-00101,4541c62ae1d4381b3b5272753838c2ad6fa72b0b,d379f2ced32e7806893e4232fdbd0f9544146ae8,fe39047975d177f0899c335130bf447513e47633,2fa40299ce89696cf293717b65ef3ffd88914b16,b48ba127b44189c46000c0dfe78c4cf1765bd561,2fa40299ce89696cf293717b65ef3ffd88914b16,5a013c49508291c6816ac388f93a2c11973086ed,06f3a6dbe43dba64cc70006f4b8f2ae8551fb5a0,0e2c2eabb9b71c6df93a02bbe9d762261ffbe9ea,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,30bb54c904312367fe5c60b7c4910a3d87e7366a,56df1a55797a2c3b4cf3de07ac5c015a6616dc2d,1,alumina,28.12,84,0.36015325670498083,0.10727969348659004,0.25287356321839083,0.07279693486590039,medium,low,low,low,0,66.66666666666666,33.33333333333333,50,50,0,66.66666666666666,33.33333333333333,0,100,0,0
85,reiteralm & fageralm bergbahnen,service provider,gleiming 34 | 8973 schladming,schladming,8973,austria,ski lifts,kg,not_mapped,vehicles_transport_equipment,cars,vehicle_chassis,infrastructure & machinery,infrastructure & machinery water supply,3.57,infrastructure & machinery,infrastructure & machinery,agriculture & animal husbandry,reiteralm-fageralm-bergbahnen_00000005377648-691169001,be9c36c41eb640dfc7ee736c7da7918e9ac0e3b1,cd9846e17290616fdba99332bffaf9cf964cb459,cd9846e17290616fdba99332bffaf9cf964cb459,cd9846e17290616fdba99332bffaf9cf964cb459,32414ebed34969d0f964b321a36482f170466b11,cd9846e17290616fdba99332bffaf9cf964cb459,20965c7bc5825cbd88568790902918bab186efab,e4e26b5c970255c4161205480d3626be1836675f,23cb57eb942ca0994cbb68b20f05ac2ca6b1026f,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,89e16bf879234853ff276bda56f49654813745f1,74d086c8b051f315c1bd2dab8cb4d5d57473c67e,1,brut sparkling wine,94.91,85,0.9386973180076629,0.6206896551724138,0.5977011494252874,0.4099616858237548,high,medium,medium,medium,0,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,0,33.33333333333333,66.66666666666666,0,33.33333333333333,66.66666666666666,0
86,accente gmbh,missing,oststr. 80-82 | 22844 norderstedt,norderstedt,22844,germany,office supplies,kg,not_mapped,food_related_products,drinks,food_flavourings,infrastructure & machinery,infrastructure & machinery resource extraction minerals,45.61,infrastructure & machinery,agriculture & animal husbandry,infrastructure & machinery,accente-gmbh_deu452944-00101,c46733f9df4a7bb932487ade876b7a30c3dd6080,0ffa8a14ad937033dba28787573a99682971de1d,0ffa8a14ad937033dba28787573a99682971de1d,0ffa8a14ad937033dba28787573a99682971de1d,dff406121cd8809d2aa91f9a89497ac61a53727c,0ffa8a14ad937033dba28787573a99682971de1d,5a013c49508291c6816ac388f93a2c11973086ed,fa6ada0e9efdf01ecb9186b76629555629bf6ecd,10dbc77a68241ca76bdb1e6ff1fbf7951b72f53e,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,a92ee9477900481f8c19e6bf0e4ea153b6d63c4a,a8de728c461c127b98ea2fe4c4fc19c3977966e0,1,conveyors for slaughterhouses,95.49,86,0.9501915708812261,0.632183908045977,0.6091954022988506,0.421455938697318,high,medium,medium,medium,16.666666666666664,16.666666666666664,66.66666666666666,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0
